id,name,caption,cleaned_caption
ROCO_19301,PMC4849305_AJNS-11-305-g002.jpg," Magnetic resonance imaging brain T2-weighted image axial section showing the well-defined lesion with hypointense center and with peripheral hyperintensity in the right posterior frontal region
",magnet reson imag brain weight imag axial section show welldefin lesion hypointens center peripher hyperintens right posterior frontal region
ROCO_19319,PMC3825042_0392-100X-33-343-g003.jpg," TORS resection of ectopic lingual goiter.
",tor resect ectop lingual goiter
ROCO_19321,PMC5731280_AJC-18-321-g006.jpg," Grade-3 shunt in lateral view immediately after the final deployment of disk
",grade shunt later view immedi final deploy disk
ROCO_19324,PMC4352358_ccr30003-0084-f1.jpg," Sagittal view of a 3D-T1-weighted MRI with gadolinium shows extensive homogeneous cell mass invading the soft parts of the cranio-spinal shower hinge, part of the skull base, the predominant left temporal fossae, large sphenoid wings being crossed by the tumor process.
",sagitt view weight mri gadolinium show extens homogen cell mass invad soft part craniospin shower hing part skull base predomin left tempor fossa larg sphenoid wing cross tumor process
ROCO_19335,PMC4421890_JCIS-5-24-g002.jpg," 5-year-old girl with right-side abdominal distension diagnosed as cystic lymphangioma on surgery. Post-contrast axial CT image shows a smooth-contoured retroperitoneal mass lesion with fluid density. Note that there are also thin enhancing septa (arrow) in the caudal portion of lymphangioma.
",yearold girl rightsid abdomin distens diagnos cystic lymphangioma surgeri postcontrast axial ct imag show smoothcontour retroperiton mass lesion fluid densiti note also thin enhanc septum arrow caudal portion lymphangioma
ROCO_19350,PMC4719281_JOCR-3-19-g006.jpg," Post reduction check radiograph showing concentric reduction of both joints with minimal displacement of fracture
",post reduct check radiograph show concentr reduct joint minim displac fractur
ROCO_19381,PMC4322139_MOJ_Vol7_Issue3_24_F2a.jpg," : Pre operative radiograph of the left shoulder showing scapula body fracture.
",pre oper radiograph left shoulder show scapula bodi fractur
ROCO_19388,PMC4421701_sfq110fig2.jpg," A large infrarenal abdominal aortic aneurysm with extensive fibrosis.
",larg infraren abdomin aortic aneurysm extens fibrosi
ROCO_19429,PMC2394532_1752-1947-2-160-4.jpg," X-Ray showing calcification in the paraspinal region.
",xray show calcif paraspin region
ROCO_19444,PMC2780586_11751_2006_Article_2_Fig3.jpg," Variant of 41C patterns realigned by spanning fixation
",variant pattern realign span fixat
ROCO_19449,PMC3599504_1756-0500-6-88-4.jpg," Contrast Enhanced CT of the abdomen. Matted bowel loops with mesenteric stranding and dense ascites (Hounsfield unit greater than fluid density).
",contrast enhanc ct abdomen mat bowel loop mesenter strand den ascit hounsfield unit greater fluid densiti
ROCO_19491,PMC3036612_1477-7827-9-12-2.jpg," Ultrasonographic and colour doppler images of right testis: the normal echographic pattern of testis is not recognizable. The mediastinum testis is not showed and blood flows is visible within the parenchyma.
",ultrasonograph colour doppler imag right testi normal echograph pattern testi recogniz mediastinum testi show blood flow visibl within parenchyma
ROCO_19493,PMC4825171_cmh-22-1-177f4.jpg," Positron-emission tomography–CT showed an intense hypermetabolic mass involving the left hepatic lobe and segment VIII. There were metastatic lymph nodes in the porta hepatis, portocaval, aortocaval, para aortic, and left common iliac spaces, and a small hypermetabolic lymph node in the left supraclavicular area, suggesting distant metastasis. CT, computed tomography.
",positronemiss tomographyct show intens hypermetabol mass involv left hepat lobe segment viii metastat lymph node porta hepati portocav aortocav para aortic left common iliac space small hypermetabol lymph node left supraclavicular area suggest distant metastasi ct comput tomographi
ROCO_19494,PMC4184716_rcr20002-0001-f1.jpg," Chest X-ray showing basal right pulmonary infiltrate.
",chest xray show basal right pulmonari infiltr
ROCO_19507,PMC3277068_AJNS-6-121-g003.jpg," Preoperative T2 weighted MRI showing multiple septations in chronic subdural hematoma
",preoper weight mri show multipl septat chronic subdur hematoma
ROCO_19510,PMC4948066_Int-J-Fertil-Steril-10-154-g01.jpg," Bone fragments within the endometrium visualized sonographically. Arrows point to bone fragments.
",bone fragment within endometrium visual sonograph arrow point bone fragment
ROCO_19524,PMC2633314_1748-7161-4-1-4.jpg," Anteroposterior radiograph of the same patient taken 8 years after surgery. The main thoracic curve was 28.1° and the lumbar curve was 25.7°. Coronal alignment was well maintained.
",anteroposterior radiograph patient taken year surgeri main thorac curv lumbar curv coron align well maintain
ROCO_19530,PMC5709007_medi-96-e8872-g001.jpg," Computed tomography (CT) scan showing a high-density nodular shadow in the cecal cavity, approximately 0.8 cm×1.5 cm in size.
",comput tomographi ct scan show highdens nodular shadow cecal caviti approxim cm cm size
ROCO_19536,PMC4168993_1752-1947-8-296-3.jpg," Upright abdominal plain film showing air-fluid level in dilated gut loops.
",upright abdomin plain film show airfluid level dilat gut loop
ROCO_19540,PMC3732623_CRIM.RHEUMATOLOGY2013-985914.002.jpg," Parasternal long axis view with transthoracic echocardiography demonstrating pericardial effusion (PE: pericardial effusion, RV: right ventricle, LV: left ventricle, and LA: left atrium).
",parastern long axi view transthorac echocardiographi demonstr pericardi effus pe pericardi effus rv right ventricl lv left ventricl la left atrium
ROCO_19557,PMC5587938_CRICC2017-9071482.001.jpg," Noncontrast head computed tomography (CT) showing diffuse sulcal effacement and obliterated basal cisterns.
",noncontrast head comput tomographi ct show diffus sulcal effac obliter basal cistern
ROCO_19558,PMC4269279_CRIOR2014-953578.003.jpg," Magnetic resonance imaging of the acromioclavicular joint in DP fat-suppression sequence demonstrates the osteolysis with no soft tissue reaction or bone edema.
",magnet reson imag acromioclavicular joint dp fatsuppress sequenc demonstr osteolysi soft tissu reaction bone edema
ROCO_19567,PMC3403119_CRIM.UROLOGY2012-137281.003.jpg," Cystogram CT showing contrast extravasation with 2 bladder defects.
",cystogram ct show contrast extravas bladder defect
ROCO_19582,PMC5175419_fig-1.jpg," Patient 1: Axial image of computed tomography (CT) pulmonary angiogram with filling defect in right pulmonary artery (arrow) indicating thrombus.
",patient axial imag comput tomographi ct pulmonari angiogram fill defect right pulmonari arteri arrow indic thrombu
ROCO_19589,PMC2806859_1757-1626-3-5-1.jpg," T2-weighted half Fourier single-shot turbo spin echo (HASTE) sequence showing bilateral renal ectopy (arrows).
",weight half fourier singleshot turbo spin echo hast sequenc show bilater renal ectopi arrow
ROCO_19594,PMC2808564_jkms-20-150-g001.jpg," Plain abdomen (upright film) reveals multiple air-fluid levels, distention of bowel loops, and presence of bowel gas in the left lower quadrant of the abdomen.
",plain abdomen upright film reveal multipl airfluid level distent bowel loop presenc bowel ga left lower quadrant abdomen
ROCO_19617,PMC4921160_gr3.jpg," 25-year-old woman with abdominal pain and distension diagnosed with spontaneous OHSS. Noncontrast coronal reformatted image of the pelvis shows stippled femoral epiphyses involving bilateral femoral head (black arrows), probably secondary to chronic hypothyroid status.
",yearold woman abdomin pain distens diagnos spontan oh noncontrast coron reformat imag pelvi show stippl femor epiphys involv bilater femor head black arrow probabl secondari chronic hypothyroid statu
ROCO_19634,PMC4042035_AMS-10-20265-g004.jpg," Radiological aspect of the dense filling of supra-aortic arteries
",radiolog aspect den fill supraaort arteri
ROCO_19640,PMC3673371_CRIM.DENTISTRY2013-565721.001.jpg," OPG showing well-defined radiolucency associated with an impacted mandibular left third molar (August 2011).
",opg show welldefin radioluc associ impact mandibular left third molar august
ROCO_19641,PMC3183511_IJEM-15-216-g002.jpg," Pituitary microadenoma. High-resolution dynamic contrast-enhanced T1-weighted coronal image of brain of another patient (at 60 seconds) shows a small nonenhancing (dark) microadenoma (thin black arrow) lateralized to the right side of the pituitary gland. Note that the lesion is more conspicuous on dynamic contrast scan compared to the routine contrast scan (seen in figure 5b). The normal pituitary gland shows marked homogenous enhancement and there is no deviation of pituitary stalk (thin white arrow) in this case
",pituitari microadenoma highresolut dynam contrastenhanc weight coron imag brain anoth patient second show small nonenhanc dark microadenoma thin black arrow later right side pituitari gland note lesion conspicu dynam contrast scan compar routin contrast scan seen figur normal pituitari gland show mark homogen enhanc deviat pituitari stalk thin white arrow case
ROCO_19642,PMC2700229_12245_2009_90_Fig2_HTML.jpg," CT scan demonstrating the presence of air in the left lobe of the liver extending beyond 2 cm from the liver capsule
",ct scan demonstr presenc air left lobe liver extend beyond cm liver capsul
ROCO_19649,PMC4330691_num-07-01-22671-g001.jpg," CECT Abdomen Showing a 35 x 19 cm Suprarenal Mass Hounsfield Density (HU-19)
",cect abdomen show x cm supraren mass hounsfield densiti hu
ROCO_19650,PMC5656074_rb-50-05-0328-g16.jpg," Fracture. Axial CT, with a bone window, showing a transverse fracture line on the left side (arrow), with translabyrinthine involvement.
",fractur axial ct bone window show transvers fractur line left side arrow translabyrinthin involv
ROCO_19667,PMC3725322_PAMJ-15-14-g002.jpg," Image hysterosonographique confirmant la localisation intracavitaire de l'image hyperéchogène (flèche)
",imag hysterosonographiqu confirm la localis intracavitair de limag hyperéchogèn flèche
ROCO_19677,PMC5287952_medi-96-e5813-g003.jpg," Postoperative anteroposterior radiographs of the patient 4 years after cementless THA. THA = total hip arthroplasty.
",postop anteroposterior radiograph patient year cementless tha tha total hip arthroplasti
ROCO_19681,PMC3271699_SJG-18-68-g001.jpg," Contrast-enhanced CT scan of the abdomen demonstrated situs inversus totalis with apex of the heart, stomach and spleen resting on the right side and the liver on the left side of the abdomen and ileocolic intussusception which creates characteristic bowel-within-bowel appearance, seen in left iliac fossa (white arrow)
",contrastenhanc ct scan abdomen demonstr situ inversu totali apex heart stomach spleen rest right side liver left side abdomen ileocol intussuscept creat characterist bowelwithinbowel appear seen left iliac fossa white arrow
ROCO_19682,PMC4344739_13013_2014_27_Fig3_HTML.jpg,"  Patient 1. Postero-Anterior Spine X-ray.
",patient posteroanterior spine xray
ROCO_19694,PMC3591029_AMS-1-77-g010.jpg," Patient 3: Panoramic radiograph
",patient panoram radiograph
ROCO_19703,PMC4153226_Tanaffos-11-073-g002.jpg," New consolidation in lower lobe
",new consolid lower lobe
ROCO_19710,PMC2929684_CRM2010-869470.002.jpg," Knee lateral radiographs revealed absence of the patella.
",knee later radiograph reveal absenc patella
ROCO_19728,PMC4780689_cureus-0008-000000000479-i02.jpg," Lateral radiograph of a patient showing lateral patellar dislocation on the right side after TKA.
",later radiograph patient show later patellar disloc right side tka
ROCO_19731,PMC3777314_JCVJS-3-62-g004.jpg," Post-operative radiograph of the cervical spine showing C1 lateral mass and C3 lateral mass screws with good reduction and alignment of the C2-C3
",postop radiograph cervic spine show later mass later mass screw good reduct align
ROCO_19738,PMC3229946_ad-23-501-g002.jpg," Post gadolinium enhanced computed tomography (CT) scan. The CT scan image showed an enhanced subcutaneous infiltration in the right buttock. There was no evidence of underlying muscle involvement, hematoma, or acute bleeding.
",post gadolinium enhanc comput tomographi ct scan ct scan imag show enhanc subcutan infiltr right buttock evid underli muscl involv hematoma acut bleed
ROCO_19741,PMC5477561_13365_2016_489_Fig2_HTML.jpg," ᅟFollow-up cMRI scan performed 5 days later from first cMRI
",ᅟfollowup cmri scan perform day later first cmri
ROCO_19753,PMC3921725_CEJU-64-00109-g003.jpg," Ultrasound picture showing the cyst wall reflection near the lower pole of the left testis.
",ultrasound pictur show cyst wall reflect near lower pole left testi
ROCO_19770,PMC5024931_AJUM-17-153-g002.jpg," Sagittal scan showing a tubulocystic collection containing echogenic material arising from the cornu of the right hemiuterus.
",sagitt scan show tubulocyst collect contain echogen materi aris cornu right hemiuteru
ROCO_19778,PMC4631868_CRIID2015-317260.006.jpg," Follow-up MRI with fluid-filled hepatic lesions.
",followup mri fluidfil hepat lesion
ROCO_19787,PMC4374243_SJA-9-230-g001.jpg," Transesophageal echocardiographic transgastric view showing collection around heart (marked by red arrow) yellow arrow showing falciform ligament of liver margin. RV: Right ventricle, LV: Left ventricle
",transesophag echocardiograph transgastr view show collect around heart mark red arrow yellow arrow show falciform ligament liver margin rv right ventricl lv left ventricl
ROCO_19827,PMC2700481_ATM-04-75-g005.jpg," This child has had a midline sternotomy (hollow arrowhead); a mediastinal drainage catheter is seen in place (white hollow arrow); there is a pericardial pacing wire (black arrow) and a nasogastric tube — all in a satisfactory position
",child midlin sternotomi hollow arrowhead mediastin drainag cathet seen place white hollow arrow pericardi pace wire black arrow nasogastr tube satisfactori posit
ROCO_19841,PMC4236792_PAMJ-18-138-g002.jpg," Radiographie montrant la réduction de la luxation de la hanche gauche
",radiographi montrant la réduction de la luxat de la hanch gauch
ROCO_19851,PMC4319657_poljradiol-80-62-g003.jpg," Control X-ray – regression of pleural effusion, interstitial changes in the superior fields less severe than in the first examination.
",control xray regress pleural effus interstiti chang superior field le sever first examin
ROCO_19852,PMC4748199_crj-03-112-g002.jpg," Abdominal and pelvic CT showing mild biliary ductal dilatation with pneumobilia and progression of metastatic disease, including a new soft tissue mass encasing the gastric antrum and extending into the porta hepatis.
",abdomin pelvic ct show mild biliari ductal dilat pneumobilia progress metastat diseas includ new soft tissu mass encas gastric antrum extend porta hepati
ROCO_19854,PMC5551985_gr2.jpg," CT at treatment initiation demonstrating patchy focal alveolar consolidations in both lung fields with a central ground glass opacity surround by a peripheral alveolar consolidation (the Atoll sign) in the apical segment of the left lower lobe.
",ct treatment initi demonstr patchi focal alveolar consolid lung field central ground glass opac surround peripher alveolar consolid atol sign apic segment left lower lobe
ROCO_19860,PMC3537648_1758-2555-4-39-4.jpg," An anteroposterior plain radiograph (2009-3-31) shows the lesion had been totally healed.
",anteroposterior plain radiograph show lesion total heal
ROCO_19874,PMC2848624_1471-2342-10-6-2.jpg," Chest radiography from a patient with right lower lobe pneumonia.
",chest radiographi patient right lower lobe pneumonia
ROCO_19875,PMC4683792_JCIS-5-65-g004.jpg," 60-year-old male with ACS-inferior wall MI, post thrombolysis and post MI angina. Coronary angiography-right anterior oblique angiographic view shows both right and left coronaries originating from the right sinus (arrow).
",yearold male acsinferior wall mi post thrombolysi post mi angina coronari angiographyright anterior obliqu angiograph view show right left coronari origin right sinu arrow
ROCO_19924,PMC5125183_IJA-60-807-g005.jpg," Ultrasonographic image in Plane G. SM – Strap Muscles; R VC – Right Vocal Cord; L VC – Left Vocal Cord; Red arrow – Depth of the pre-epiglottic space; Orange arrow – Distance from the epiglottis to the mid-point of the distance between the vocal cords
",ultrasonograph imag plane g sm strap muscl r vc right vocal cord l vc left vocal cord red arrow depth preepiglott space orang arrow distanc epiglotti midpoint distanc vocal cord
ROCO_19936,PMC5637980_10.1177_2055116917733641-fig9.jpg," The proximal urethra and trigone stented with a 10 × 40 mm self-expanding nitinol stent. Part of the stent extends into the bladder lumen
",proxim urethra trigon stent mm selfexpand nitinol stent part stent extend bladder lumen
ROCO_19944,PMC3960811_LI-31-47-g001.jpg," CT Chest: Bilateral effusion, left more than right. Note diffuse soft tissue edema in the anterior aspect of left hemithorax
",ct chest bilater effus left right note diffus soft tissu edema anterior aspect left hemithorax
ROCO_19961,PMC5409985_PAMJ-26-80-g002.jpg," IRM cérébrale coupe axiale en séquence diffusion montrant un hypersignal capsulo-lenticulo-caudé gauche compatible avec un AVCI sylvien profond gauchequa
",irm cérébrale coup axial en séquenc diffus montrant un hypersign capsulolenticulocaudé gauch compat avec un avci sylvien profond gauchequa
ROCO_19964,PMC3110444_OJO-4-28-g004.jpg," A late phase fluorescein angiographic image showing blocked fluorescence in the area of the lesion as well as lack of double circulation within the lesion (arrowheads)
",late phase fluorescein angiograph imag show block fluoresc area lesion well lack doubl circul within lesion arrowhead
ROCO_19967,PMC5533607_10-1055-s-0037-1604264-i170344cr-2.jpg,"  Case 2: Initial abdominal ultrasound image (longitudinal view) showing telescoping of bowel into the bowel.
",case initi abdomin ultrasound imag longitudin view show telescop bowel bowel
ROCO_19983,PMC4872002_edmcr-2016-150132-g001.jpg," Osteomyelitis of the head of fifth metatarsus in the left foot.
",osteomyel head fifth metatarsu left foot
ROCO_19984,PMC2702879_SJG-14-46-g001.jpg," Plain X-ray of the abdomen showing multiple radio-opaque shadows in the colon
",plain xray abdomen show multipl radioopaqu shadow colon
ROCO_19986,PMC3177900_1750-1164-5-6-5.jpg," AP fluoroscopic image shows the relationship of the grid with the thoracic spine.
",ap fluoroscop imag show relationship grid thorac spine
ROCO_20002,PMC4353972_gr1.jpg," Computer tomography (CT) scans in 36 years old man with small bowel volvulus (‘whirlpool-sign’, white asterix) in the lower right quadrant of the abdomen.
",comput tomographi ct scan year old man small bowel volvulu whirlpoolsign white asterix lower right quadrant abdomen
ROCO_20003,PMC5553843_JOCR-7-74-g005.jpg," Conventional arteriography: The bone spike of the lesser trochanter appears in contact with deep femoral artery. In our case, a reasonable explanation for the formation of the vascular lesion could be the closeness between lesser trochanter and deep femoral artery
",convent arteriographi bone spike lesser trochant appear contact deep femor arteri case reason explan format vascular lesion could close lesser trochant deep femor arteri
ROCO_20008,PMC3097562_JETS-4-128-g002.jpg," Fluoroscopy image revealing the tip of nasogastric tube in the left hemithorax
",fluoroscopi imag reveal tip nasogastr tube left hemithorax
ROCO_20009,PMC4240844_13018_2014_105_Fig7_HTML.jpg,"  The lateral perspective before bone graft.
",later perspect bone graft
ROCO_20045,PMC4670299_10-1055-s-0034-1394105-i140109crt-2.jpg,"  Chest X-ray at 2:00 pm on the day of admission (intubated; with the extracorporeal membrane oxygenation cannulas in place).
",chest xray pm day admiss intub extracorpor membran oxygen cannula place
ROCO_20048,PMC3990076_ymj-55-792-g002.jpg," A trasverse plane ultrasound image of the pectoralis muscle. This superficial muscle was easily detected on ultrasound image. Pmj, pectoralis major; Pmi, pectoralis minor; R, rib.
",trasvers plane ultrasound imag pectorali muscl superfici muscl easili detect ultrasound imag pmj pectorali major pmi pectorali minor r rib
ROCO_20064,PMC4855901_gr2.jpg," Computed Tomography demonstrating large right-sided retroperitoneal mass, measuring 13 × 11 × 7 cm, encasing the aorta and compressing the inferior vena cava and right ureter.
",comput tomographi demonstr larg rightsid retroperiton mass measur cm encas aorta compress inferior vena cava right uret
ROCO_20073,PMC2970938_IJMPO-31-65-g001.jpg," Non-contrast enhanced CT scan revealed large heterogenous mass with few chunks of calcifications
",noncontrast enhanc ct scan reveal larg heterogen mass chunk calcif
ROCO_20101,PMC4470117_jcm-01-00015-g003.jpg," Delayed image of the arteriogram demonstrating the opacification of biliary tree, which indicates a fistula between hepatic artery and biliary tree.
",delay imag arteriogram demonstr opacif biliari tree indic fistula hepat arteri biliari tree
ROCO_20106,PMC5421083_CRIM2017-8362613.002.jpg," Endoscopic Retrograde Cholangiopancreaticogram showing sclerosing cholangitis.
",endoscop retrograd cholangiopancreaticogram show scleros cholang
ROCO_20107,PMC3161640_cmo-2-2008-037f1b.jpg," Dynamic contrast enhanced Breast MRI following 4 cycles FEC demonstrates continuing malignant enhancement in the left upper outer breast but a new enhancing lesion in the right upper outer breast, these two areas have similar malignant type contrast enhancement characteristics.
",dynam contrast enhanc breast mri follow cycl fec demonstr continu malign enhanc left upper outer breast new enhanc lesion right upper outer breast two area similar malign type contrast enhanc characterist
ROCO_20109,PMC4906033_gr1.jpg," CT showing an internal hernia (arrow points) underneath the external iliac artery (arrow).
",ct show intern hernia arrow point underneath extern iliac arteri arrow
ROCO_20136,PMC5116640_fmed-03-00059-g001.jpg," Brain CT: Lateral ventriculomegaly and periventricular hypointensities.
",brain ct later ventriculomegali periventricular hypointens
ROCO_20137,PMC3612870_PAMJ-14-37-g001.jpg," Excavated lesions with clear limits and irregular thin walled
",excav lesion clear limit irregular thin wall
ROCO_20146,PMC5070312_ACA-19-576-g002.jpg," Perioperative transesophageal echocardiography in a patient with paravalvular leak after bileaflet prosthetic mitral valve implantation. Severe medial mitral regurgitation jet
",periop transesophag echocardiographi patient paravalvular leak bileaflet prosthet mitral valv implant sever medial mitral regurgit jet
ROCO_20152,PMC4610994_gr5.jpg," Postoperative magnetic resonance imaging showing tendon healed in the olecranon.
",postop magnet reson imag show tendon heal olecranon
ROCO_20157,PMC3484286_kjr-13-667-g003.jpg," Axial maximum intensity projection image of computed tomographic angiography shows entire course of bilateral anterior ethmoid arterys (arrows) and their relationship with ethmoidal cell (asterisks) in patient with meningioma.
",axial maximum intens project imag comput tomograph angiographi show entir cours bilater anterior ethmoid arteri arrow relationship ethmoid cell asterisk patient meningioma
ROCO_20165,PMC4023193_EJD-7-186-g001.jpg," The types of cracks on the resected root surface (SEM, ×50 magnification)
",type crack resect root surfac sem magnif
ROCO_20166,PMC3718406_aob-20-207-g03.jpg," Measurement of the right (A) and left (B) spinolaminar angle of the vertebra
",measur right left b spinolaminar angl vertebra
ROCO_20167,PMC3561161_1749-8090-8-18-4.jpg," After 18 months follow-up, CTA documented that the false lumen was largely thrombosed only with a mild type II endoleak and a mild descending aortic expansion.
",month followup cta document fals lumen larg thrombos mild type ii endoleak mild descend aortic expans
ROCO_20190,PMC4938450_rb-49-03-0190-g08.jpg," MDCT, axial plane MIP reconstruction, for measuring the length of the right hilar artery from its origin, in the aorta, to its first bifurcation.
",mdct axial plane mip reconstruct measur length right hilar arteri origin aorta first bifurc
ROCO_20191,PMC3256324_247_2011_2201_Fig12_HTML.jpg," Postcontrast transaxial T1-weighted (TR/TE, 374/14 ms) MRI. Abnormal enhancement of the distal optic nerve in continuity with tumor is a sign of postlaminar optic nerve invasion
",postcontrast transaxi weight trte m mri abnorm enhanc distal optic nerv continu tumor sign postlaminar optic nerv invas
ROCO_20201,PMC3485908_CRIM.PULMONOLOGY2012-960948.001.jpg," Chest radiograph depicts consolidation at right lower zone (white arrow) in addition to reduced right lung volume and ipsilateral shifting of cardiac shadow.
",chest radiograph depict consolid right lower zone white arrow addit reduc right lung volum ipsilater shift cardiac shadow
ROCO_20204,PMC3621222_HV-14-29-g004.jpg," Levoposition of the heart
",levoposit heart
ROCO_20211,PMC3341584_CTO-10-07-g-004.jpg," Postoperative transorbital X-ray for documentation of inserted electrode following sequential bilateral implantation, right side: Nucleus Freedom with straight electrode, left side: Nucleus CI512 with Contour Advance electrode.
",postop transorbit xray document insert electrod follow sequenti bilater implant right side nucleu freedom straight electrod left side nucleu contour advanc electrod
ROCO_20212,PMC5552015_gr3.jpg," Transthoracic echocardiogram parasternal short axis view of aortic valve shows bicuspid valve (BAV) with similar sized leaflets (arrowheads). This appearance of an “equally bicuspid” valve is typical when BAV is found with coarctation.
",transthorac echocardiogram parastern short axi view aortic valv show bicuspid valv bav similar size leaflet arrowhead appear equal bicuspid valv typic bav found coarctat
ROCO_20226,PMC3034930_CRIM2011-705260.003.jpg," TEE recording where the thrombi are not visible.
",tee record thrombus visibl
ROCO_20240,PMC3389902_poljradiol-76-1-59-g002.jpg," 2DTOF; slow blood flow in the left IJV.
",slow blood flow left ijv
ROCO_20252,PMC5310165_gr1.jpg," Preoperative panoramic radiograph. Only the roots of the right mandibular second molar remain.
",preoper panoram radiograph root right mandibular second molar remain
ROCO_20255,PMC4735481_gr1.jpg," Preoperative adrenal mass and contralateral pulmonary and renal masses. Red arrows indicate the pulmonary, adrenal, and renal masses.
",preoper adren mass contralater pulmonari renal mass red arrow indic pulmonari adren renal mass
ROCO_20260,PMC3514923_CCD-3-206-g003.jpg," Panaromic radiograph
",panarom radiograph
ROCO_20299,PMC3073781_crg0001-0007-f03.jpg," Contrast cervicothoracal CT scan. Frontal reconstructions revealed a long tumor mass filling the whole thoracal esophagus, without mediastinal infiltration.
",contrast cervicothorac ct scan frontal reconstruct reveal long tumor mass fill whole thorac esophagu without mediastin infiltr
ROCO_20306,PMC5731109_cro-0010-0938-g02.jpg," CT-abdomen showing mass-like thickening of the distal esophagus.
",ctabdomen show masslik thicken distal esophagu
ROCO_20308,PMC4367024_JNSBM-6-131-g008.jpg," T2-weighted axial image showing gall bladder mass infiltrating into the liver parenchyma
",weight axial imag show gall bladder mass infiltr liver parenchyma
ROCO_20326,PMC5593447_gr-10-255-g001.jpg," Percutaneous transhepatic cholangiography showed complete obstruction of choledochojejunostomy. The obstructive distance was 7 mm, as measured by cholangiography and fluoroscopy.
",percutan transhepat cholangiographi show complet obstruct choledochojejunostomi obstruct distanc mm measur cholangiographi fluoroscopi
ROCO_20327,PMC3814995_SNI-4-130-g001.jpg," A preoperative T1 sagittal spin echo MRI of the brain shows a Chiari I malformation with tonsillar descent beyond the level of the C1 lamina and syringomyelia and syringobulbia with dilation throughout the cervical spinal cord and no evidence of hydrocephalus
",preoper sagitt spin echo mri brain show chiari malform tonsillar descent beyond level lamina syringomyelia syringobulbia dilat throughout cervic spinal cord evid hydrocephalu
ROCO_20345,PMC4534911_kjim-2-1-52-8f1.jpg," Pulmonic infiltration in RLL at seven weeks before entry.
",pulmon infiltr rll seven week entri
ROCO_20356,PMC3797242_opth-7-1995Fig2.jpg," Representative HP-OCT image showing scleral vessels.Notes: The vertical HP-OCT image shows the intrascleral path of vessels (arrows). The vessels are seen as continuous hyporeflective areas surrounded by the hyperreflective sclera.Abbreviation: HP-OCT, high-penetration optical coherence tomography.
",repres hpoct imag show scleral vesselsnot vertic hpoct imag show intrascler path vessel arrow vessel seen continu hyporeflect area surround hyperreflect scleraabbrevi hpoct highpenetr optic coher tomographi
ROCO_20376,PMC3249345_kjtcs-44-377-g001.jpg," (A) Cystic mass in the right cardiophrenic angle with homogeneous low attenuation. (B) Pericardial effusion without definite pericardial thickening or enhancement.
",cystic mass right cardiophren angl homogen low attenu b pericardi effus without definit pericardi thicken enhanc
ROCO_20383,PMC4085888_PAMJ-17-63-g001.jpg," Lateral skull radiograph. Note increased thickness of skull base
",later skull radiograph note increas thick skull base
ROCO_20394,PMC4241613_DRJ-11-585-g001.jpg," Preoperative panoramic radiograph showing bilateral missing single posterior teeth
",preoper panoram radiograph show bilater miss singl posterior teeth
ROCO_20410,PMC4300358_JCB-6-23953-g005.jpg," Needle of the deep plane under the seroma
",needl deep plane seroma
ROCO_20421,PMC4977262_40064_2016_2954_Fig3_HTML.jpg," KUB of a patient from group C: stone outside the JJ loop
",kub patient group c stone outsid jj loop
ROCO_20432,PMC5514166_gr4.jpg," T2-weighted axial brain magnetic resonance imaging scan showing hypointense rim with hyperintense heterogenous core in the left frontoparietal region.
",weight axial brain magnet reson imag scan show hypointens rim hyperintens heterogen core left frontopariet region
ROCO_20454,PMC3177419_JCIS-1-17-g005.jpg," Contrast enhanced CT scan of pelvis. Axial section at the level of inguinal canal, demonstrates the dislocated left testis (arrow) and small amount of subcutaneous emphysema (arrow head).
",contrast enhanc ct scan pelvi axial section level inguin canal demonstr disloc left testi arrow small amount subcutan emphysema arrow head
ROCO_20463,PMC2993488_ITX-1-193-g003.jpg," Skeletal fluorosis (Stage III). Exostoses in area of foramen obturatorium dx. I (low arrows).
",skelet fluorosi stage iii exostos area foramen obturatorium dx low arrow
ROCO_20484,PMC4062269_EUS-2-199-g001.jpg," The pancreatic pseudocysts and the pancreas were delineated by endoscopic ultrasound and a location most suitable for the puncture was selected. Doppler imaging was used to avoid any interposed vessels
",pancreat pseudocyst pancrea delin endoscop ultrasound locat suitabl punctur select doppler imag use avoid interpos vessel
ROCO_20505,PMC3891387_kjim-20-163-g003.jpg," Endoscopic retrograde pancreatogram (arrows) that was done on relapse. It showed the segmental irregular narrowing of the main pancreatic duct in the tail portion.
",endoscop retrograd pancreatogram arrow done relaps show segment irregular narrow main pancreat duct tail portion
ROCO_20508,PMC4662519_PAMJ-22-45-g002.jpg," Aspect de la tumeur en hyposignal en T1 (IRM)
",aspect de la tumeur en hyposign en irm
ROCO_20520,PMC4898076_gr2.jpg," 27-year-old patient with pantothenate kinase 2 deficiency. T2-weighted MRI image shows “eye of tiger” sign with hyperintense center and hypointense periphery in globus pallidus bilaterally.
",yearold patient pantothen kina defici weight mri imag show eye tiger sign hyperintens center hypointens peripheri globu pallidu bilater
ROCO_20548,PMC3271411_NAJMS-3-524-g001.jpg," CT scan of abdomen showed giant well defined retroperitoneal hematoma displacing adjacent structures along the left psoas muscle.
",ct scan abdomen show giant well defin retroperiton hematoma displac adjac structur along left psoa muscl
ROCO_20553,PMC5104971_jocgp-10-113-g004.jpg," Postoperative Sheimpflug photography of the right eye
",postop sheimpflug photographi right eye
